Title,Description,Keywords,Reward,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,9862618507226571438,Submitted,Fri Jul 23 16:57:27 PDT 2021,Fri Jul 23 17:03:35 PDT 2021,Tue Jul 27 17:03:35 PDT 2021,,,,368,0% (0/0),0% (0/0),0% (0/0),147268,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,9535659470648551458,Submitted,Sat Jul 24 07:22:18 PDT 2021,Sat Jul 24 07:28:22 PDT 2021,Wed Jul 28 07:28:22 PDT 2021,,,,364,0% (0/0),0% (0/0),0% (0/0),113420,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,10588077060915101485,Submitted,Fri Jul 23 19:09:20 PDT 2021,Fri Jul 23 19:17:49 PDT 2021,Tue Jul 27 19:17:49 PDT 2021,,,,509,0% (0/0),0% (0/0),0% (0/0),189462,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,17192196983202404312,Submitted,Fri Jul 23 12:57:04 PDT 2021,Fri Jul 23 13:05:38 PDT 2021,Tue Jul 27 13:05:38 PDT 2021,,,,514,100% (4/4),0% (0/0),0% (0/0),185666,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,9938372336721186556,Submitted,Sat Jul 24 07:39:16 PDT 2021,Sat Jul 24 07:49:50 PDT 2021,Wed Jul 28 07:49:50 PDT 2021,,,,634,100% (2/2),0% (0/0),0% (0/0),185795,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,3165765978133595763,Submitted,Sun Jul 25 15:08:55 PDT 2021,Sun Jul 25 15:09:01 PDT 2021,Thu Jul 29 15:09:01 PDT 2021,,,,6,0% (0/0),0% (0/0),0% (0/0),123630,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,4145072953384984061,Submitted,Fri Jul 23 12:58:24 PDT 2021,Fri Jul 23 13:09:21 PDT 2021,Tue Jul 27 13:09:21 PDT 2021,,,,657,0% (0/0),0% (0/0),0% (0/0),155095,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,9386989232757540813,Submitted,Fri Jul 23 13:34:55 PDT 2021,Fri Jul 23 13:43:40 PDT 2021,Tue Jul 27 13:43:40 PDT 2021,,,,525,0% (0/0),0% (0/0),0% (0/0),160940,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,10330101903093982598,Submitted,Fri Jul 23 20:19:51 PDT 2021,Fri Jul 23 20:23:46 PDT 2021,Tue Jul 27 20:23:46 PDT 2021,,,,235,0% (0/0),0% (0/0),0% (0/0),130362,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,17050727063931462904,Submitted,Sun Jul 25 10:07:35 PDT 2021,Sun Jul 25 10:30:17 PDT 2021,Thu Jul 29 10:30:17 PDT 2021,,,,1362,0% (0/0),0% (0/0),0% (0/0),155092,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,12190801380924599047,Submitted,Sun Jul 25 13:27:23 PDT 2021,Sun Jul 25 13:34:36 PDT 2021,Thu Jul 29 13:34:36 PDT 2021,,,,433,100% (8/8),0% (0/0),0% (0/0),191661,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,5769367002260622731,Submitted,Sat Jul 24 07:31:32 PDT 2021,Sat Jul 24 07:35:41 PDT 2021,Wed Jul 28 07:35:41 PDT 2021,,,,249,100% (3/3),0% (0/0),0% (0/0),109652,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,14062637284253270405,Submitted,Fri Jul 23 13:53:44 PDT 2021,Fri Jul 23 13:57:47 PDT 2021,Tue Jul 27 13:57:47 PDT 2021,,,,243,100% (5/5),0% (0/0),0% (0/0),162394,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,7590536063480396913,Submitted,Fri Jul 23 21:02:53 PDT 2021,Fri Jul 23 21:16:21 PDT 2021,Tue Jul 27 21:16:21 PDT 2021,,,,808,100% (8/8),0% (0/0),0% (0/0),187436,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,11718886945269443207,Submitted,Sat Jul 24 07:47:18 PDT 2021,Sat Jul 24 07:57:34 PDT 2021,Wed Jul 28 07:57:34 PDT 2021,,,,616,100% (7/7),0% (0/0),0% (0/0),140881,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,16345969605092156865,Submitted,Sun Jul 25 15:34:45 PDT 2021,Sun Jul 25 15:39:49 PDT 2021,Thu Jul 29 15:39:49 PDT 2021,,,,304,100% (3/3),0% (0/0),0% (0/0),130319,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,977256784127692452,Submitted,Fri Jul 23 13:11:20 PDT 2021,Fri Jul 23 13:19:21 PDT 2021,Tue Jul 27 13:19:21 PDT 2021,,,,481,0% (0/0),0% (0/0),0% (0/0),199225,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,456440847486270035,Submitted,Sat Jul 24 08:10:42 PDT 2021,Sat Jul 24 08:17:01 PDT 2021,Wed Jul 28 08:17:01 PDT 2021,,,,379,0% (0/0),0% (0/0),0% (0/0),131899,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,17899934075776805578,Submitted,Sun Jul 25 12:21:13 PDT 2021,Sun Jul 25 12:30:48 PDT 2021,Thu Jul 29 12:30:48 PDT 2021,,,,575,100% (3/3),0% (0/0),0% (0/0),131683,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,6980784556897761084,Submitted,Fri Jul 23 12:56:43 PDT 2021,Fri Jul 23 13:10:41 PDT 2021,Tue Jul 27 13:10:41 PDT 2021,,,,838,100% (7/7),0% (0/0),0% (0/0),126768,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,8138878328931926838,Submitted,Fri Jul 23 13:04:34 PDT 2021,Fri Jul 23 13:16:26 PDT 2021,Tue Jul 27 13:16:26 PDT 2021,,,,712,100% (11/11),0% (0/0),0% (0/0),184308,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,9688616927091561069,Submitted,Fri Jul 23 15:19:00 PDT 2021,Fri Jul 23 15:31:37 PDT 2021,Tue Jul 27 15:31:37 PDT 2021,,,,757,0% (0/0),0% (0/0),0% (0/0),149405,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,10543310675591106921,Submitted,Fri Jul 23 18:55:59 PDT 2021,Fri Jul 23 19:02:19 PDT 2021,Tue Jul 27 19:02:19 PDT 2021,,,,380,0% (0/0),0% (0/0),0% (0/0),148392,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,6219965559135071747,Submitted,Sun Jul 25 15:30:35 PDT 2021,Sun Jul 25 15:35:02 PDT 2021,Thu Jul 29 15:35:02 PDT 2021,,,,267,0% (0/0),0% (0/0),0% (0/0),170630,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,17983954150157064040,Submitted,Sat Jul 24 06:11:03 PDT 2021,Sat Jul 24 06:16:24 PDT 2021,Wed Jul 28 06:16:24 PDT 2021,,,,321,100% (126/126),0% (0/0),0% (0/0),139079,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,17694750160995662311,Submitted,Sat Jul 24 08:31:48 PDT 2021,Sat Jul 24 08:55:00 PDT 2021,Wed Jul 28 08:55:00 PDT 2021,,,,1392,0% (0/0),0% (0/0),0% (0/0),163699,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,5741745556509475225,Submitted,Sat Jul 24 09:02:58 PDT 2021,Sat Jul 24 09:22:52 PDT 2021,Wed Jul 28 09:22:52 PDT 2021,,,,1194,100% (2/2),0% (0/0),0% (0/0),141962,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,5318392598246344173,Submitted,Sat Jul 24 09:41:15 PDT 2021,Sat Jul 24 10:04:31 PDT 2021,Wed Jul 28 10:04:31 PDT 2021,,,,1396,0% (0/0),0% (0/0),0% (0/0),142290,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,15115931539292965968,Submitted,Fri Jul 23 13:31:34 PDT 2021,Fri Jul 23 13:37:09 PDT 2021,Tue Jul 27 13:37:09 PDT 2021,,,,335,100% (286/286),0% (0/0),0% (0/0),191730,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,3003737823746426322,Submitted,Fri Jul 23 16:54:19 PDT 2021,Fri Jul 23 17:02:53 PDT 2021,Tue Jul 27 17:02:53 PDT 2021,,,,514,100% (2/2),0% (0/0),0% (0/0),184645,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,12732626431271677602,Submitted,Fri Jul 23 13:15:41 PDT 2021,Fri Jul 23 13:21:00 PDT 2021,Tue Jul 27 13:21:00 PDT 2021,,,,319,100% (1/1),0% (0/0),0% (0/0),128358,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,4000829113681981148,Submitted,Sat Jul 24 02:42:35 PDT 2021,Sat Jul 24 02:52:44 PDT 2021,Wed Jul 28 02:52:44 PDT 2021,,,,609,0% (0/0),0% (0/0),0% (0/0),193152,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,1043902651001105733,Submitted,Sat Jul 24 12:24:16 PDT 2021,Sat Jul 24 12:30:26 PDT 2021,Wed Jul 28 12:30:26 PDT 2021,,,,370,100% (1/1),0% (0/0),0% (0/0),121517,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,9692126682332751566,Submitted,Fri Jul 23 16:14:56 PDT 2021,Fri Jul 23 16:21:04 PDT 2021,Tue Jul 27 16:21:04 PDT 2021,,,,368,0% (0/0),0% (0/0),0% (0/0),169380,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,9843495520631668780,Submitted,Sun Jul 25 16:36:11 PDT 2021,Sun Jul 25 16:41:31 PDT 2021,Thu Jul 29 16:41:31 PDT 2021,,,,320,0% (0/0),0% (0/0),0% (0/0),109791,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,13200844743549532485,Submitted,Fri Jul 23 13:50:32 PDT 2021,Fri Jul 23 13:56:34 PDT 2021,Tue Jul 27 13:56:34 PDT 2021,,,,362,100% (2/2),0% (0/0),0% (0/0),125076,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,6605864260029356670,Submitted,Fri Jul 23 22:06:00 PDT 2021,Fri Jul 23 22:21:13 PDT 2021,Tue Jul 27 22:21:13 PDT 2021,,,,913,0% (0/0),0% (0/0),0% (0/0),195536,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,14604310417355028819,Submitted,Fri Jul 23 13:37:12 PDT 2021,Fri Jul 23 13:41:24 PDT 2021,Tue Jul 27 13:41:24 PDT 2021,,,,252,0% (0/0),0% (0/0),0% (0/0),181455,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,13875590489020417499,Submitted,Fri Jul 23 13:49:24 PDT 2021,Fri Jul 23 14:01:10 PDT 2021,Tue Jul 27 14:01:10 PDT 2021,,,,706,100% (10/10),0% (0/0),0% (0/0),155954,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,9717739638756210353,Submitted,Fri Jul 23 14:04:57 PDT 2021,Fri Jul 23 14:19:26 PDT 2021,Tue Jul 27 14:19:26 PDT 2021,,,,869,100% (1/1),0% (0/0),0% (0/0),150766,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,13326775096087723842,Submitted,Fri Jul 23 20:00:16 PDT 2021,Fri Jul 23 20:04:15 PDT 2021,Tue Jul 27 20:04:15 PDT 2021,,,,239,100% (2/2),0% (0/0),0% (0/0),160682,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,8360759035319994553,Submitted,Fri Jul 23 16:07:35 PDT 2021,Fri Jul 23 16:12:36 PDT 2021,Tue Jul 27 16:12:36 PDT 2021,,,,301,100% (5/5),0% (0/0),0% (0/0),113049,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,7717024365934989919,Submitted,Sun Jul 25 14:26:59 PDT 2021,Sun Jul 25 14:33:08 PDT 2021,Thu Jul 29 14:33:08 PDT 2021,,,,369,0% (0/0),0% (0/0),0% (0/0),157880,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,2891731271447505766,Submitted,Sat Jul 24 08:34:14 PDT 2021,Sat Jul 24 08:38:59 PDT 2021,Wed Jul 28 08:38:59 PDT 2021,,,,285,100% (2/2),0% (0/0),0% (0/0),182402,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,14352028593163750465,Submitted,Sun Jul 25 17:42:23 PDT 2021,Sun Jul 25 17:50:46 PDT 2021,Thu Jul 29 17:50:46 PDT 2021,,,,503,100% (1/1),0% (0/0),0% (0/0),171334,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,13850074200304572135,Submitted,Fri Jul 23 20:59:47 PDT 2021,Fri Jul 23 21:14:01 PDT 2021,Tue Jul 27 21:14:01 PDT 2021,,,,854,0% (0/0),0% (0/0),0% (0/0),162970,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,9380670227873152101,Submitted,Sat Jul 24 10:46:28 PDT 2021,Sat Jul 24 10:51:01 PDT 2021,Wed Jul 28 10:51:01 PDT 2021,,,,273,100% (1/1),100% (1/1),0% (0/0),145879,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,7832771776532199344,Submitted,Fri Jul 23 13:00:53 PDT 2021,Fri Jul 23 13:10:41 PDT 2021,Tue Jul 27 13:10:41 PDT 2021,,,,588,0% (0/0),0% (0/0),0% (0/0),102704,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,14681917161643190960,Submitted,Fri Jul 23 18:46:56 PDT 2021,Fri Jul 23 18:51:28 PDT 2021,Tue Jul 27 18:51:28 PDT 2021,,,,272,100% (5/5),0% (0/0),0% (0/0),162776,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,11590770608002473692,Submitted,Sat Jul 24 10:41:22 PDT 2021,Sat Jul 24 10:46:50 PDT 2021,Wed Jul 28 10:46:50 PDT 2021,,,,328,100% (4/4),0% (0/0),0% (0/0),106186,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,2630910210268633303,Submitted,Fri Jul 23 12:57:07 PDT 2021,Fri Jul 23 13:02:26 PDT 2021,Tue Jul 27 13:02:26 PDT 2021,,,,319,0% (0/0),0% (0/0),0% (0/0),127198,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,12021182226388912407,Submitted,Fri Jul 23 20:07:58 PDT 2021,Fri Jul 23 20:16:28 PDT 2021,Tue Jul 27 20:16:28 PDT 2021,,,,510,0% (0/0),0% (0/0),0% (0/0),114384,,
Comprehension of news articles,"In this task, you will read some quotes from the news and answer some questions. This task is part of a research project. We are interested in what you think without the help of external resources. You will be compensated $1.50 for your participation.","survey, survey, news, articles",$1.50 ,Fri Jul 23 12:56:27 PDT 2021,1300,3600,345600,Tue Jul 27 09:58:41 PDT 2021,,,13602319947742146793,Submitted,Sat Jul 24 10:16:54 PDT 2021,Sat Jul 24 10:21:37 PDT 2021,Wed Jul 28 10:21:37 PDT 2021,,,,283,0% (0/0),0% (0/0),0% (0/0),167536,,
